Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant
Stage- Automatisation du paramétrage des méthodes de Machine...,Audensiel Conseil,Boulogne-Billancourt (92),vide,"Boulogne-Billancourt (92)
Temps plein, Stage
Avec la numérisation d’un grand nombre d’activités, nous assistons à une multiplication dela quantité de données. Dans le cadre de notre projet STAAC, nous nous intéressons princi-palement à l’exploitation de ces bases de données volumineuses pour construire des modèlesde classification très performants. Actuellement, le choix du meilleur modèle de Machine Lear-ning et de son paramétrage optimal est un processus itératif et particulièrement long. C’estun travail qui dépend de l’expérience de l’opérateur pour préparer les données spécifiques duprojet et choisir un modèle adapté. Ensuite, il doit procéder à plusieurs itérations pour trouverles meilleures conditions pour une classification avec une performance satisfaisante. Le pro-jet STAAC a pour but d’offrir une plateforme qui devra permettre de simplifier les prises dedécisions des méthodes de traitement des données et du choix du modèle à adopter quelles quesoient les applications visées.
Actuellement, des modèles de grid search exhaustif et de recherche aléatoire sont mis enplace. Aussi nous avons explorer des méthodes d’optmisation par approches bayésienne et génétique. Plusieurs librairies ont été exploitées. Ces méthodes ont été appliquées sur plusieursdatasets.
Au cours du stage, vous aurez notamment à :
- Prendre connaissance du contexte et des motivations du projet
- Identifier l’impact des différents hyperparamètres sur la performance des modèles deMachine Learning
- Revoir la documentation réalisée sur les méthodes d’optimisation et orienter le choix verscelle qui sera la plus pertinente en se basant sur un ensemble de datasets d’application
- Proposer un algorithme automatisant toute la démarche et le mettre en place
- Tester l’algorithme développé sur divers cas d’études.
Compétences attendues:
- Vous êtes passionnés par les méthodes d’optimisation, les statistiques et la sciencedes données
- Vous avez des compétences en Programmation (Python)
- Des compétences en Machine Learning seront appréciées
- Outre les compétences techniques, vous faites preuve de rigueur, de créativité etd’autonomie.
Rejoindre une lettre de motivation avec le CV.
Durée : 4 à 6 mois à partir d’octobre 2019
Lieu : Boulogne-Billancourt (92)
Niveau requis : équivalent BAC+4 minimum
Type d'emploi : Temps plein, Stage
il y a 17 jours
Signaler cette offre d'emploi",il y a 17 jours,,,05/10/2019,vjk=5780b965c8a13cd0
Data Scientist - NLP,montreal,Paris (75),vide,"Paris (75)
CDI
Pyhon,C++,Java
NLP
NoSQL
L'entreprise est l'une des plus grandes entreprises de e-commerce au monde.
Vous intregrez son département recherche et innovation afin de travailler sur du traitement de l'image et texte et machine learning.
Votre rôle:
Etablir une roadmap
Conception et développement des solutions
Publications des résultats de recherche
Présentation des projets aux équipes
Qui êtes -vous?
Vous avez au minimum un master, diplôm ed'ingénieur ou doctorat avec 3 années d'expérience profesionnelle
Vous avez de l'expérience en développement logiciel (Python,C++,Java)
Vous avez de l'expérience en traitement de données massives structurées et non-structurées et des traitemetns distribués (SPark,Mapreduce)
Avantages:
Bonus 4k€
Mutuelle,Ticket restaurants
30 jours de congés payés + 6 RTT
Prime de vacance
Montreal Associates is acting as an Employment Agency in relation to this vacancy.

JN -092019-51058_156890212332738
il y a 15 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 15 jours,,,05/10/2019,vjk=5c3b603107a5eb83
Data Scientist H/F / Freelance,AMD CONSULTING,Paris (75),35 000 € - 55 000 € par an,"Paris (75)
Temps plein, Freelance / Indépendant
35 000 € - 55 000 € par an
AMD consulting, est un acteur reconnu dans le conseil informatique qui s’est spécialisé depuis sa création dans des prestations à forte valeur ajoutée auprès de grands établissements, de grandes entreprises du Cac 40 du secteur banque, finance et assurances.

Nous recherchons un(e) Data scientist pour l’un de nos clients situés dans la région parisienne (Est parisien). Rattaché(e) à notre entreprise, vous serez détaché(e) chez notre client pour une mission de longue durée (24 mois).

Contexte de la mission :
Au sein d’un groupe hétérogène (asset manager, quant, analystes, IT) les sujets avec un impact gestion sont sélectionnés, débattus et travaillés.

Au sein de l’équipe IT Front office (16 personnes MOE, MOA, Support, Data scientistes), votre objectif est de fournir des solutions sur les projets du service qui a pour but de faire l’innovation pour l’activité principal du client : la gestion.

Le projet en question est un projet d’analyse de texte très pauvre.

La maitrise du NLP est primordiale.

Détail de la mission :
L’entité agit comme un laboratoire. L’objectif est triple :
Fournir une solution à la gestion et enrichir les outils existants
Recherche sur les sujets à approfondir
Évangélisation sur les outils et technique (idéation)

Une connaissance avancée sur le NLP et topic modelling est importante

Les solutions existantes sont en python.

Profil recherché :
Vous êtes diplômé(e) d’une Ecole d’ingénieur, ou équivalent Bac + 5.
Vous justifiez 2 d’expérience professionnelle minimum en rapport avec la mission

Compétences techniques requises :
Big Data (Java, Python, Scala, ...)
NAtural Language Processing (NLP)
ElasticSearch (E.L.K)
Freelance-info - il y a 18 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 18 jours,,,05/10/2019,vjk=0ee3ea39ab5db7d7
Analyste Data Science Risques F/H,NATIXIS,Paris 13e (75),vide,"Paris 13e (75)
CDI
Le département MARPL (Market Activities Risks, P&L Liquidity) recouvre la supervision de l'ensemble des indicateurs Risques, P&L et Liquidité pour les activités de Marché de Natixis.

Au sein de ce département, l'équipe transverse MARPL a pour missions :

D'assurer la conduite du changement sur les projets clés
De centraliser et piloter les actions de corrections - remédiation suite aux recommandations des inspections / audit et régulateurs
De conduire des investigations / missions « commando » transverses pour répondre dans les meilleurs délais aux requêtes du senior management

Travailler en lien étroit avec les experts métier de l'équipe et construire les requêtes et outils nécessaires à la récupération de séries de données, croisement de données
Participer à la création d'outils d'investigation et de suivi
Être l'expert Data sur lequel peut s'appuyer l'équipe
Faciliter les avancées et l'efficacité en étant force de proposition
Profil recherché De formation supérieure, vous justifiez d'une expérience de 2 ans minimum dans un domaine similaire.

Vous maîtrisez SQL, R, VBA.

Vous disposez d'une excellente maîtrise des outils bureautiques.

Dynamique et volontaire, vous avez le goût du travail en équipe.

Vous faites preuve de réactivité et de transparence.

Vous êtes à même de vous impliquer dans des problématiques très variées.

Doté d'une bonne assertivité, vous bénéficiez d'un bon relationnel.

Vous bénéficiez d'une bonne communication écrite et orale.

Anglais courant.

Site géographique : 30, Avenue Pierre Mendès-France - 75013 Paris
Entreprise Natixis est un établissement financier français de dimension internationale spécialisé dans la gestion d'actifs et de fortune, la banque de financement et d'investissement, l'assurance et les paiements.

Filiale du Groupe BPCE, 2e acteur bancaire en France à travers ses réseaux Banque Populaire et Caisse d'Epargne, Natixis compte près de 16 000 collaborateurs dans 38 pays.

Elle accompagne et conseille sa propre clientèle d'entreprises, d'institutions financières et d'investisseurs institutionnels, ainsi que les clients des réseaux du Groupe BPCE.
Apec.fr - il y a 16 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 16 jours,,,05/10/2019,vjk=113402c59ade280d
Data Scientist confirmé - projet Energie F/H,82193279500015,Paris 11e (75),vide,"Paris 11e (75)
CDI
Notre équipe parisienne recherche un Data Scientist - confirmé H/F pour intervenir sur les projets de nos clients du secteur de l'énergie et de l'environnement (nucléaire, Pétrole et Gaz, Traitement de l'eau).

Contenu du poste

Le/La data scientist.e :
développe le code relatif à des algorithmes en vue de leur mise en production, en travaillant au préalable sur un code design pertinent ;
contribue au développement de la solution de maintenance prédictive portée par l’équipe ; - développe / maintient le code sous-jacent au framework d’industrialisation d’algorithmes ;
est l’un des garants de la qualité du code (tests unitaires, tests de non-régression, standards de développement…) ;
livre le code attendu dans le respect des délais parfois contraints, cadencés par les releases trimestrielles de la solution ;
s’implique dans la maintenance et l’amélioration des packages existants ;
s’inscrit dans les rituels de l’équipe et fait des suggestions pour améliorer les processus ; - contribue à la veille scientifique et technique de l’équipe ;
est force de proposition pour des idées de nouveaux cas d’usage ;
fait remonter d’éventuelles anomalies identifiées dans la qualité des données.
Profil recherché Expérience de minimum 3 ans à ce poste

Compétences demandées : niveau confirmé

Python Azure SQL

Git/Github, PowerBI Algorithmes standard d’apprentissage automatique

Programmation orientée objet et fonctionnelle

R, Docker

Séries temporelles - Statistique mathématique
Entreprise MOBEN&ROOSTER est une Startup positionnée sur une offre hybride ""ingénierie & digital"" dédiée à l’Industrie et plus particulièrement au secteur de l'

Energie et de l'Environnement

.

Nous sommes à la fois éditeur de solutions digitales et cabinet de conseil spécialisé en ingénierie. Notre ambition étant de fournir une excellence dans les services et de donner du sens aux données issues des projets d'ingénierie à travers des applications intuitives et métiers.
Apec.fr - il y a 15 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 15 jours,,,05/10/2019,vjk=2da829672c9ca75f
Data Scientist apprentissage par renforcement F/H - Stage,SAGEMCOM,Rueil-Malmaison (92),vide,"Rueil-Malmaison (92)
Stage
VOTRE FEUILLE DE ROUTE :

Au sein de l'entité Sagemcom Energy & Telecom, l'unité de R&D Solutions développe des solutions complètes répondants aux besoins des producteurs et des distributeurs d'énergie électrique. Parmi eux, la solution Smart Village adresse le marché de l'électrification rurale en apportant des fonctionnalités à forte valeur ajoutée pour nos clients tels que la supervision des équipements, la collecte des données, l'analyse des données et une optimisation de la production et de la distribution d'électricité.

Dans ce contexte, vous serez amené(e) à :

Prendre connaissance des publications et des thèses référencées sur le sujet. Etudier les possibilités techniques et recommander des solutions.
Implémenter les algorithmes de reinforcement learning adaptés aux séries temporelles dans le but d'optimiser la consommation énergétique (panneaux solaires, fuel, batteries, ).
Intégrer la suite logicielle Smart Village.
Travailler dans un environnement Agile.

Job requirements
QUI ETES VOUS ?

De formation Bac+5 en école d'ingénieur avec une spécialisation en informatique ou Big Data
Passionné-e par les nouvelles technologiques, et au fait de l'actualité Big Data/Data Science.
Connaissances de Data Scientist, de programmation Python, R ou Matlab et des environnements Big Data
Bon niveau d'anglais à l'écrit et à l'oral
Autonome, curieux-se, rigoureux-se et force de proposition, savoir gérer son temps et s'organiser pour mener à bien plusieurs tâches en parallèle
A l'aise avec le travail en équipe
il y a 17 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 17 jours,,,05/10/2019,vjk=17c449b6577a3805
Chef de projets Data Science F/H,Orange,La Défense (92),vide,"La Défense (92)
Vous aimez piloter des projets stratégiques et animer des équipes ?
Rejoignez les équipes d'Orange Digital et Data à Paris pour devenir chef de projet pour l'un de nos clients, dans le cadre de projets data, sur les technologies R et R Studio.
Les missions que nous souhaitons vous confier :
Encadrer des projets de data ingénierie ou de data science
Coordonner et piloter des activités de développements / MCO sur centres de services
Les activités de votre quotidien :
Accompagner nos clients dès la phase amont (phase de cadrage, définition d'usages,
orientations technologiques).
Assurer la relation avec le client (gestion des écarts, risques, reporting)
Assurer le pilotage et le suivi de projets de développement réalisés au forfait (Cout, Qualité,
Délais) ou au sein d'un centre de services - Tenues de SLA, gestion des risques, etc.
Etre garant du budget et de la rentabilité des projets pilotés
Assurer le reporting interne/externe
Méthodologies agiles
Fédérer votre équipe projet et assurer la valorisation et l'épanouissement de chacun
about you
Vous avez un bac+5 minimum, type école d'ingénieurs ou équivalent, vous êtes aujourd'hui chef de projet expérimenté(e) et avez une excellente capacité à appréhender les besoins clients et à tout mettre en oeuvre pour y répondre.
Vous avez plusieurs expériences significatives de gestion de projets menés au forfait dans différents domaines métier.
Vous êtes autonome, dynamique, curieux, créatif et savez être force de proposition.
Le relationnel, la communication et surtout le bon sens font partie de vos qualités essentielles.
Vous vous retrouvez dans ces valeurs : rigueur technique, bon sens, méthode, bon relationnel, capacité d'initiative, d'intégration et sens de la communication.
Niveau d'études min. requis Bac+5
Niveau d'expérience min. requis supérieur à 2 ans
department
Digital & Data
Partenaire de la transformation digitale des entreprises, Orange Digital&Data est l'entité d'Orange Business Services spécialisée dans la conception et le développement de services applicatifs et l'intégration de systèmes.
Implantés dans plusieurs grandes villes françaises comme Paris, Rennes, Lyon, Bordeaux, Lille et Toulouse … nous accompagnons au quotidien près de 20 000 entreprises tout au long du cycle de vie de leurs projets, dans les domaines clés de l'expérience digitale, de la Data Analytics et l’Intelligence Métier.
Pour la 4ème année consécutive, Orange reçoit la certification « Top Employer Global » 2019. Cette certification consacre les meilleures politiques et pratiques en termes de programmes de ressources humaines.
L’innovation est essentielle à votre métier, construisons la ensemble !
contract
Regular
il y a 17 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 17 jours,,,05/10/2019,vjk=d1dfacbbdc981fca
Data Scientist confirmé - projet Energie H/F,MOBEN&ROOSTER,Paris (75),35 000 € - 55 000 € par an,"Paris (75)
Temps plein, Autre, CDI
35 000 € - 55 000 € par an
MOBEN&ROOSTER est une Startup positionnée sur une offre hybride ""ingénierie & digital"" dédiée à l’Industrie et plus particulièrement au secteur de l'Energie et de l'Environnement.
Nous sommes à la fois éditeur de solutions digitales et cabinet de conseil spécialisé en ingénierie. Notre ambition étant de fournir une excellence dans les services et de donner du sens aux données issues des projets d'ingénierie à travers des applications intuitives et métiers.
Notre équipe parisienne recherche un Data Scientist - confirmé H/F pour intervenir sur les projets de nos clients du secteur de l'énergie et de l'environnement (nucléaire, Pétrole et Gaz, Traitement de l'eau...).
Contenu du poste
Le/La data scientist.e :
- développe le code relatif à des algorithmes en vue de leur mise en production, en travaillant au préalable sur un code design pertinent ;
- contribue au développement de la solution de maintenance prédictive portée par l’équipe ; - développe / maintient le code sous-jacent au framework d’industrialisation d’algorithmes ;
- est l’un des garants de la qualité du code (tests unitaires, tests de non-régression, standards de développement…) ;
- livre le code attendu dans le respect des délais parfois contraints, cadencés par les releases trimestrielles de la solution ;
- s’implique dans la maintenance et l’amélioration des packages existants ;
- s’inscrit dans les rituels de l’équipe et fait des suggestions pour améliorer les processus ; - contribue à la veille scientifique et technique de l’équipe ;
- est force de proposition pour des idées de nouveaux cas d’usage ;
- fait remonter d’éventuelles anomalies identifiées dans la qualité des données.
PROFIL
De formation BAC+5 Ingénieur
Expérience de 3 ans minimum à ce poste
Compétences demandées : niveau confirmé
Python Azure SQL
Git/Github PowerBI Algorithmes standard d’apprentissage automatique
Programmation orientée objet et fonctionnelle
R, Docker ...
Séries temporelles - Statistique mathématique
Job Types: Full-time, New-Grad, Permanent
Salary: 35,000.00€ to 55,000.00€ /year
il y a 15 jours
Signaler cette offre d'emploi",il y a 15 jours,,,05/10/2019,vjk=186a50cbe717de24
Pré-Recrutement Data Scientist - Versailles F/H,ACTIVUS GROUP,Versailles (78),vide,"Versailles (78)
CDI
Pour renforcer les équipes auprès de l'un de nos clients basé à

Versailles

, nous recherchons

un Data Scientist (H/F)

en

pré-recrutement

.

Vos

principales missions

, si vous les acceptez !

S’insérer dans les outils et les plateformes pour proposer des solutions innovantes basées sur la Data

Répondre à une problématique client

Recueillir le besoin et aller jusqu'à l'intégration de la solution

Rédiger des propositions commerciales, des rapports d’étude ou à choisir un mode de restitution de ses résultats.

Notre Agilité associée à la diversité de nos clients grands-comptes dans les secteurs de la santé, du transport, de la grande distribution, des Télécoms, de la banque et de l'assurance, offrent aujourd’hui à nos équipes de nombreuses perspectives d’évolution.
Profil recherché Ingénieur

ou titulaire d'un

Bac+5

, vous justifiez de

4 ans minimum d'expérience

en tant que

Data Scientist

. Vous maîtrisez les compétences liées à l'analyse et l'exploitation des données ainsi que le

Machine Learning

.

Vous êtes un véritable Mathématicien (magicien) de la donnée, capable de prendre du recul et d’apporter votre connaissance des algorithmes existants voir d’en créer de nouveaux en les couplant : Machine Learning, Hadoop, Cypher, R, Python, SAS ou MATLAB.

Passionné(e) par la

DataScience

, vous souhaitez retrouver une ambiance de société de service de proximité qui saura accompagner votre évolution.

Vous avez un esprit de synthèse et d’analyse et une aisance relationnelle. Notre dynamisme et les projets innovants sur lesquels nous évoluons constituent pour ceux qui nous rejoignent une motivation remplie de perspectives.

Alors ! Serez-vous des nôtres ?
Entreprise ACTIVUS-Group est une société de conseil de croissance qui, en 4 ans, est devenue experte dans ses domaines d’intervention :

IA, Big Data, Analytics, DataScience

Conseil et Audit

User Experience et Mobile Apps, DataVizualisation

Sécurité des Systèmes

Infrastructures Cloud et SaaS

Process Industriels

Nous entretenons avec nos partenaires une relation de confiance solide et durable qui s’appuie sur la proximité de nos équipes et l’expertise de nos consultants.

Notre, équipe composée de technophiles passionnés, renforce tous les jours notre ADN par son excellence technologique.

En 2019 notre groupe double ses effectifs en recrutant 100 nouveaux consultants sur tous nos domaines d’expertise.

En complément de nos implantations de proximité à Toulouse et Paris, nous poursuivons notre maillage local en ouvrant quatre agences à : Bordeaux, Lyon, Nantes, Aix/Marseille.
Apec.fr - il y a 14 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 14 jours,,,05/10/2019,vjk=5a6f163def4063a1
Senior Data Scientist Manager - Fintech en forte croissance...,Michael Page,Paris (75),vide,"Paris (75)
Au sein de l'équipe Data Science composée de 30 personnes, dont plus de 15 data scientists travaillant sur le NLP, le Computer Vision et les séries temporelles, en tant que Senior Data Scientist Manager vos missions sont les suivantes :
Manager une équipe de data scientists - NLP ou Computer Vision
Piloter des projets de données massives en s'appuyant sur des outils existants de méthodes d'apprentissage, d'intelligence artificielle et d'économétrie. Projets intégrés à la plateforme d'Intelligence Economique
Interagir avec des clients et des experts métiers pour créer ou améliorer de nouvelles gammes de produits, par exemple la plateforme d'intelligence économique,
Explorer et évaluer des sources des données disponibles afin de créer de nouvelles applications

Le poste est basé dans le 2ème arrondissement de Paris.

Titulaire d'un Bac+5 minimum en mathématiques ou en physique, vous disposez d'au moins 5 ans d'expérience en tant que Data Scientist et 2 ans expérience minimum en management.
Compétences requises : méthodes de Machine Learning pour la classification/regression (Random Forest, boosted trees, clustering). Selon la spécialité : NLP (embedding, attention networks), Computer Vision (réseaux de neurones Deep Learning, modèle Tiramisu, …)
Michael Page FR - il y a 14 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 14 jours,,,05/10/2019,vjk=383ea2c85a4287ac
data scientist avec dev python / R et bon anglais / Freelanc...,Innov & Co,Paris (75),500 € par semaine,"Paris (75)
Temps plein, Freelance / Indépendant
500 € par semaine
Le/La data scientist.e :
développe le code relatif à des algorithmes en vue de leur mise en production, en travaillant au préalable sur un code design pertinent ;
contribue au développement de la solution de maintenance prédictive portée par l’équipe ;
développe / maintient le code sous-jacent au framework d’industrialisation d’algorithmes ;
est l’un des garants de la qualité du code (tests unitaires, tests de non-régression, standards de développement ) ;
livre le code attendu dans le respect des délais parfois contraints, cadencés par les releases trimestrielles de la solution
s’implique dans la maintenance et l’amélioration des packages existants ;
s’inscrit dans les rituels de l’équipe et fait des suggestions pour améliorer les processus ;
contribue à la veille scientifique et technique de l’équipe ;
est force de proposition pour des idées de nouveaux cas d’usage ;
fait remonter d’éventuelles anomalies identifiées dans la qualité des données.
Python: Confirmé Git/Github: Confirmé Programmation orientée objet et fonctionnelle: Confirmé R: Confirmé Docker: Confirmé Azure: Confirmé PowerBI: Confirmé SQL: Confirmé Algorithmes standard d’apprentissage automatique: Confirmé Séries temporelles: Confirmé Statistique mathématique: Confirmé
Freelance-info - il y a 18 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 18 jours,,,05/10/2019,vjk=1bd02ffd9fd3c5d4
DATA ANALYST / DATA SCIENTIST H/F,Forum Emploi-Formation-Alternance: Talents Handica...,Neuilly-sur-Seine (92),vide,"Neuilly-sur-Seine (92)
CDI
Missions principales et responsabilités permanentes

Dans le nouveau modèle opérationnel en place depuis janvier 2019 en vue de la privatisation de LFDJ, la Data Factory a vocation à explorer, transformer et valoriser la data pour permettre à la BU Loterie de :
Piloter finement le business
Comprendre les comportements clients et leurs évolutions
Agir de manière personnalisée et anticipée, en mettant en place les actions adéquates vers le bon client, avec la bonne offre, sur le bon canal et au bon moment, dans un souci d'optimisation de la rentabilité, tout en restant dans les limites du jeu responsable.
Dans ce contexte, LFDJ recherche 1 Data Analyst / Data Scientist pour renforcer l'équipe Data Science de la Data Factory Loterie.

Missions principales et responsabilités permanentes:
Participer au développement et à l'amélioration continue de la Connaissance des Clients et des Prospects afin d'aider la Direction Marketing de la BU Loterie à répondre à ses enjeux stratégiques et ses objectifs opérationnels.

Activités proposées / Relations internes & externes

Activités proposées :
Production d'éléments d'analyse et de compréhension du business pour le compte de nos clients internes :
o Principalement la Direction des Opérations de la BU Loterie : les équipes Acquisition, CRM & Fidélisation, l'Emerchandising & l'UX, l'Offre et le Marketing Stratégique
o Mais également le Service Client, La Régulation, le Contrôle de Gestion, ou encore l'ABU Divertissement (en charge de développer de nouveaux marchés)

Mise en place de dashboards de pilotage et de compréhension de l'activité des clients de la Loterie En Ligne,
Réalisation d'études ad'hoc (lancement d'un nouveau jeu ou d'une nouvelle fonctionnalité, analyse des usages, parcours et comportements clients, comparaison de cohortes, etc.) :
o Cadrage (prise de brief et recueil des besoins, définition du périmètre, de la méthodologie, du planning, etc.)
o Réalisation des travaux, avec reporting régulier de l'avancement, et émission d'alertes si nécessaire
o Formalisation des supports de restitution au métier avec enseignements clés et recommandations

Exploration et recette de nouvelles sources de données en vue d'enrichir le Datalab de la Data Factory Loterie, orienté Études Marketing Client :
o Données de navigation (DMP et tracking)
o Données PDV (issue de la dématérialisation partielle des prises de jeu)
o Données du Service Client, des Réseaux Sociaux
o Open Data

Data Science & modélisation, mise en place d'outils à valeur pour la BU Loterie :
o Segmentations et typologies clients
o Scores prédictifs (appétence, churn, addiction aux jeux, etc.)
o Modèles de prévisions temporelles
o Etc.

Support opérationnel : création de ciblages, bilans d'opérations, extraction de fichiers clients pour études, etc.
Activités proposées / Relations internes & externes (Suite)

Relations internes et externes :
[- Direction des Opérations de la BU Loterie
Direction Clients (Plateforme Compte, Etudes & VOC, CX, Service Client)
Data Factory BU Sport
DSI + Centre d'expertise Data & IA
Compétences et profil requis

Compétences :
Outils / langages :
o Maitrise de SAS et SQL (Teradata)
o Connaissance de Python et/ou R, avec idéalement une expérience de mise en œuvre dans un environnement Big Data ou Cloud (Hortonworks, GCP)
o La connaissance de Dataiku est un plus
o La connaissance de Power BI est un plus
Connaissance des méthodes d'analyse de données, des méthodes prédictives et de clustering (machine learning), modélisation statistique et séries chronologiques, etc.
Autonomie, rigueur et organisation
Esprit analytique et de synthèse avec une forte appétence pour le Marketing Digital et la Dataviz
Curiosité, pro-activité, ouverture d'esprit, et capacité à innover pour proposer de nouvelles approches
Réactivité et agilité intellectuelle (capacité à adresser un large scope de demande couvrant des problématiques et potentiellement des sources de données assez diversifiées)
Esprit dynamique et enthousiaste, aimant le travail en équipe
Bon relationnel et qualités de communication (capacité à interagir au quotidien avec les différentes directions/entités de l'entreprise)
handicap-job.com - il y a 14 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 14 jours,,,05/10/2019,vjk=eb0e7eb17545ffe5
STAGE - Data scientist (H/F),DASSAULT SYSTEMES,Paris 20e (75),vide,"Paris 20e (75)
Stage
Lieu : Paris Madeleine

Imaginez demain ...

Vous serez intégré(e) à une équipe pilote de data scientists, développeurs et designers, au sein de l'organisation responsable du développement des applications ""Information Intelligence"" de Dassault Systèmes.

Vos futurs défis ...

Dans le cadre du développement de applications d'accès à l'information pour l'aide à la décision dans les processus industriels, vous participerez au développement de traitements de données pour la modélisation sémantique de données industrielles.

Vous pourrez par exemple proposer des méthodes pour identifier des relations « same as » entre entités, sur base d'ontologies, de textes, et d'actions utilisateurs.

Le but est de contribuer à enrichir et aligner les graphes de connaissances et taxonomies utilisés par les applications Dassault Systèmes.

Votre travail contribuera à faciliter à nos clients l'accès à l'information, la collaboration et le partage de connaissances dans la réalisation de leurs processus industriels. Nos logiciels sont utilisés par de nombreux clients sur plusieurs domaines différents (automobile, high-tech, aéronautique, etc) et tous les leaders mondiaux sur 12 domaines industriels.
handicap-job.com - il y a 15 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 15 jours,,,05/10/2019,vjk=4d01bc54907f2a1e
CONSULTANT DATA SCIENTIST H/F,Forum Emploi-Formation-Alternance: Talents Handica...,Paris,vide,"Paris
CDI
Informations générales
Expérience : Junior

Bureau : Paris

Type de contrat : CDI

Ce que nous vous proposons:
Au croisement du conseil en management et du conseil en digital/innovation, Wavestone accompagne les grandes entreprises et organisations dans leurs transformations les plus critiques avec une conviction : il ne peut y avoir de transformation réussie sans une culture partagée de l'enthousiasme. Cet état d'esprit, résolument positif, se nourrit du plaisir du challenge, du plaisir d'imaginer de nouvelles voies et du plaisir de réussir à plusieurs qui chaque jour anime nos 3100 consultants présents dans 14 bureaux sur 4 continents et leur permet d'accompagner nos clients au bout de leur plus belles idées.

L'exploitation numérique des données porte une formidable promesse de valeur pour les entreprises. Elle constitue un puissant levier d'amélioration de la performance opérationnelle et d'exploration de nouvelles sources de revenus.
Nous anticipons que les champions de demain seront les entreprises qui auront su placer au cœur de leurs métiers l'exploitation de la data par l'Intelligence Artificielle et le Machine Learning.
Pour accompagner ses clients à saisir les opportunités issues du Machine Learning et à engager leur transformation data, le cabinet Wavestone a décidé de constituer le Machine Learning & Data Lab rassemblant des Data Scientists à même de combiner de fortes compétences scientifiques, informatiques et métiers.

Rattaché(e) à l'asset Machine Learning & Data Lab, vous serez amené à accompagner nos clients sur les enjeux principaux suivants :

AI STRATEGY : accompagner nos clients sur la construction et le développement de leur stratégie IA sur toutes les fonctions de l'entreprise #AI strategy #AI roadmap #Data-Lab
AI FOR BUSINESS : accompagner la valorisation de la donnée et la maîtrise des sujets d'Intelligence Artificielle sur des sujets comme la détection de fraude, la maintenance prédictive ou encore la connaissance client par l'expérimentation et la réalisation de Proof of Concept jusqu'à l'industrialisation des solutions développées #PoC #Machine Learning #Data Science #Computer Vision #NLP
TECH AND R&D FOR AI : réaliser des études de l'état de l'art technologique open-source autour de l'Intelligence Artificielle et mise en application des découvertes issues de la communauté scientifique chez nos clients #Deep Learning #Reinforcement Learning #TensorFlow #Anomaly Detection #Open-Source
Vos atouts :
Diplômé en Master ou PhD d'une grande école d'ingénieurs, de management ou d'une grande université, vous êtes attiré par le conseil et les problématiques de data science. Vos qualités font de vous un futur consultant aux multiples talents. Vous avez notamment développé :

De solide connaissances théoriques et pratiques en analyse de données et en Machine Learning (algorithmes d'apprentissage supervisés, non supervisés, par renforcement, Deep Learning…) et une curiosité autour des sujets de l'Intelligence Artificielle
Une forte dimension scientifique (mathématiques, statistiques, probabilités, optimisation…)
Des compétences en programmation (Python, R, C++, Scala…)
Une curiosité intellectuelle, un esprit critique et analytique aiguisé vous permettant de comprendre rapidement les spécificités de nos clients et de produire des livrables de qualité
Un très bon relationnel, un sens prononcé du service et une certaine pro-activité pour construire une relation de confiance avec vos clients et les guider jusqu'à l'excellence dans leurs grands projets de transformation
Un goût pour l'entreprenariat et pour l'innovation
Par ailleurs, vous souhaitez :
Être acteur d'un projet d'entreprise ambitieux en pleine croissance en France et à l'international. Vous avez envie de relever des défis et mettre votre enthousiasme au service d'une entreprise qui saura vous proposer une prise de responsabilités rapide.
Évoluer dans un environnement propice à l'épanouissement personnel et souhaitez intégrer des équipes à taille humaine favorisant la proximité et la transmission des savoirs.
Tous nos métiers sont ouverts aux personnes en situation de handicap
handicap-job.com - il y a 14 jours
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 14 jours,,,05/10/2019,vjk=a673c513c0cb6bd2
